epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,156584,0.3883,0.45056,1.06325,0.90382,0.92105,0.94553,0.83384,0.57214,0.49259,1.21701,0.0001586,0.0001586,0.0001586
188,158004,0.38184,0.42442,1.05972,0.9051,0.92672,0.93946,0.82726,0.57637,0.50331,1.22652,0.0001487,0.0001487,0.0001487
189,159586,0.38307,0.42708,1.0608,0.89632,0.92763,0.9402,0.82435,0.56992,0.51325,1.21952,0.0001388,0.0001388,0.0001388
190,160958,0.39063,0.42282,1.06931,0.89575,0.93227,0.94259,0.82535,0.58138,0.52578,1.23473,0.0001289,0.0001289,0.0001289
191,162473,0.28728,0.30233,1.05778,0.88242,0.92763,0.93289,0.81619,0.59513,0.55856,1.25861,0.000119,0.000119,0.000119
192,163963,0.27425,0.25616,1.02628,0.89334,0.93613,0.93963,0.82227,0.58463,0.51648,1.24842,0.0001091,0.0001091,0.0001091
193,165260,0.26689,0.24507,1.01566,0.90317,0.92662,0.94286,0.82937,0.58572,0.49822,1.24907,9.92e-05,9.92e-05,9.92e-05
194,166065,0.2518,0.23981,1.01558,0.90831,0.90928,0.94763,0.8326,0.58387,0.49878,1.24154,8.93e-05,8.93e-05,8.93e-05
195,166877,0.25307,0.23774,1.01613,0.91254,0.90132,0.95011,0.83643,0.58448,0.49651,1.24038,7.94e-05,7.94e-05,7.94e-05
196,167685,0.24683,0.21852,0.99772,0.90421,0.90585,0.94959,0.83522,0.57956,0.49689,1.2331,6.95e-05,6.95e-05,6.95e-05
197,168482,0.2577,0.22844,1.02839,0.89009,0.93919,0.95167,0.84266,0.5741,0.48833,1.22262,5.96e-05,5.96e-05,5.96e-05
198,169288,0.24103,0.22994,0.99141,0.89184,0.94079,0.95073,0.84592,0.57187,0.49302,1.2193,4.97e-05,4.97e-05,4.97e-05
199,170098,0.24706,0.22479,1.00058,0.90488,0.91754,0.95016,0.83967,0.5728,0.50025,1.22152,3.98e-05,3.98e-05,3.98e-05
200,170912,0.24274,0.22972,1.00406,0.88981,0.94079,0.94881,0.84106,0.57496,0.50238,1.2263,2.99e-05,2.99e-05,2.99e-05
